행정동명,2023년09월_전체세대,2023년09월_1인세대,2023년09월_2인세대,2023년09월_3인세대,2023년09월_4인세대,2023년09월_5인세대,2023년9월_6인가구이상,채소가게수,제로웨이스트 가게수,유치원수,거주인구대비취약자수,거주인구대비취약자백분위수,미세먼지지수,미세먼지백분위,행정구역면적,공원수,공원율,도시농업(프로그램수),도시농업(시설수),초등학교수,사업체수 (개),종사자수 (명),채식식당수,인구수,1_0대,1_10대,1_20대,1_30대,1_40대,1_50대,1_60대,1_70대,1_80대,1_90대,1_기타,2_0대,2_10대,2_20대,2_30대,2_40대,2_50대,2_60대,2_70대,2_80대,2_90대,2_기타,카페수,승하차인원_버스_지하철,1점포당_1년_매출액,행정동별_1년_매출액,1인세대_(수),1인세대,총_10대_(수),총_20_30대_(수),총_40_50대_(수),총_60대이상_(수),총_10대,총_20_30대,총_40_50대,총_60대이상,유치원_초등학교_(수),유치원_초등학교,거주_유동_인구당_매출액
이촌2동,3605,1325,999,701,437,111,32,1.0,5.0,0.0,2411,41.0,18.927,34,1.2046,1,0.04,0.0,0.0,0.0,558,1183,0.0,15930,434,464,820,1292,1112,1234,1156,630,262,42,2,474,482,788,1296,1172,1350,1506,804,502,102,6,7.0,61356.0,15406296.55,308125931,1325,0.36754507628294036,946,4196,4868,5012,0.05938480853735091,0.26340238543628375,0.3055869428750785,0.31462649089767736,0.0,0.0,10.922814389109442
이태원1동,3436,1976,742,406,235,53,24,0.0,0.0,0.0,1731,32.0,18.927,34,0.5825,2,0.39,2.0,1.0,1.0,1871,6544,8.0,12168,194,236,1034,1272,800,860,964,402,242,50,0,212,248,848,952,778,972,1028,628,350,96,2,40.0,197951.0,56756703.78,50358456501,1976,0.5750873108265425,484,4106,3410,3762,0.03977646285338593,0.33744247205785666,0.2802432610124918,0.3091715976331361,1.0,8.21827744904668e-05,656.6201722611589
이태원2동,4843,2726,1069,586,340,83,39,0.0,0.0,1.0,2425,41.0,18.927,34,0.8736,3,0.62,0.0,0.0,1.0,1285,3282,1.0,17306,370,382,1240,1648,1254,1166,1042,600,344,50,0,348,478,1254,1614,1328,1314,1288,868,630,84,4,36.0,132116.0,21201321.8,5469941024,2726,0.562874251497006,860,5756,5062,4910,0.049693747833121464,0.3326014099156362,0.29249971108286144,0.2837166300704958,2.0,0.00011556685542586386,100.29406507596487
이화동,4269,2778,733,413,256,66,23,0.0,1.0,0.0,1648,30.0,40.141,46,0.7818,2,26.55,0.0,0.0,0.0,1673,17365,8.0,14012,186,330,1396,1236,840,992,884,524,232,38,0,194,328,1660,1218,822,1024,972,644,440,52,0,95.0,427320.0,29777483.76,7593258360,2778,0.6507378777231202,658,5510,3678,3786,0.04695974878675421,0.3932343705395375,0.2624892948900942,0.2701969740222666,0.0,0.0,47.13786347159017
인수동,14219,6137,3740,2396,1455,383,108,11.0,0.0,3.0,9297,92.0,13.848,5,2.9958,2,0.06,0.0,0.0,2.0,2226,6650,3.0,58892,1252,1972,3522,3642,4050,4932,4832,2784,1310,94,8,1198,1990,3646,3282,3816,5260,5576,3562,1854,300,10,39.0,261588.0,33446989.2,4916707413,6137,0.4316055981433293,3962,14092,18058,20330,0.06727569109556476,0.23928547171092848,0.30662908374651904,0.3452081776811791,5.0,8.490117503226245e-05,42.03204963958173
인헌동,14875,9057,2789,1599,1116,246,68,12.0,0.0,2.0,5586,73.0,17.205,27,1.0883,5,0.42,0.0,0.0,0.0,1609,4684,2.0,51444,932,1402,5518,5138,3302,3384,2782,1624,750,36,2,826,1336,6400,4840,3102,3626,3248,2110,988,92,6,32.0,202482.0,23215902.26,2089431203,9057,0.608873949579832,2738,21896,13414,11638,0.053222922012285206,0.4256278671953969,0.2607495529119042,0.226226576471503,2.0,3.8877225721172535e-05,22.543847614324918
일원1동,7466,3582,1836,1107,693,195,53,1.0,0.0,2.0,4183,60.0,33.12,42,0.9528,1,1.48,0.0,0.0,2.0,1708,6381,1.0,14642,302,570,971,1111,1056,1032,1132,699,197,22,2,314,424,1003,1063,946,1131,1398,800,376,89,4,26.0,103266.0,24345666.59,2702368992,3582,0.47977497990892043,994,4148,4165,4719,0.06788690069662615,0.2832946318808906,0.28445567545417294,0.3222920366070209,4.0,0.0002731867231252561,62.792606634102
일원본동,8017,1502,1719,2084,2243,388,81,0.0,0.0,3.0,6592,81.0,33.12,42,2.3528,8,121.0,0.0,0.0,2.0,732,10021,1.0,22824,992,1921,1199,1208,1932,1765,1377,692,175,27,1,789,1335,1085,1359,2365,1900,1632,706,259,98,7,9.0,233214.0,53937385.03,31482399997,1502,0.18735187726082075,3256,4851,7962,4974,0.14265685243603224,0.21253943217665616,0.3488433228180862,0.21792849631966352,5.0,0.0002190676480897301,336.8763647455156
자양1동,12031,6646,2559,1463,1083,223,57,9.0,2.0,3.0,5019,69.0,14.731,10,0.5684,1,0.18,3.0,2.0,1.0,2303,9645,1.0,44210,796,1478,3854,3976,3210,3336,2874,1344,576,44,0,762,1358,4100,3686,3234,3452,3240,1820,942,126,2,40.0,220281.0,19609816.71,3196400123,6646,0.5524062837669355,2836,15616,13232,10968,0.06414838271884189,0.3532232526577697,0.2992988011762045,0.24808866772223478,4.0,9.047726758651888e-05,33.1098623807952
자양2동,10886,4389,2590,2050,1447,317,93,0.0,0.0,4.0,6363,79.0,14.731,10,1.6563,5,0.82,0.0,0.0,4.0,2196,7033,1.0,47482,1296,1760,3182,3682,3582,3708,3474,1682,602,56,2,1276,1630,3314,3604,3686,4142,3894,1942,832,134,2,32.0,233289.0,17251903.52,3019083116,4389,0.403178394267867,3390,13782,15118,12620,0.07139547618044732,0.29025736068404867,0.31839433890737545,0.2657849290257361,8.0,0.00016848489954087866,29.459810991095313
자양3동,10996,3251,2606,2488,2134,382,135,1.0,0.0,4.0,7523,86.0,14.731,11,1.1955,3,0.25,0.0,0.0,2.0,1922,7600,1.0,54780,2090,2360,3520,3576,4074,4396,3664,1612,788,112,4,1886,2562,3504,4094,4478,4824,3994,1874,1142,218,8,57.0,173970.0,13155547.06,894577200,3251,0.29565296471444164,4922,14694,17772,13416,0.08985031033223805,0.268236582694414,0.3244249726177437,0.24490690032858708,6.0,0.0001095290251916758,10.714301369863014
자양4동,10982,6097,2372,1392,894,168,59,6.0,0.0,2.0,5135,70.0,14.731,11,1.1791,2,0.13,0.0,0.0,0.0,2197,6234,4.0,35900,644,734,2898,3152,2354,2920,3026,1482,570,44,2,592,778,3104,2832,2136,2694,3082,1834,906,116,0,65.0,219783.0,6497279.563,519782365,6097,0.5551812056091786,1512,11986,10104,11062,0.04211699164345404,0.3338718662952646,0.2814484679665738,0.30813370473537605,2.0,5.5710306406685235e-05,5.569636127441413
잠실2동,11552,1637,2089,3218,3787,682,139,3.0,1.0,3.0,10414,95.0,16.56,23,2.6848,2,0.92,0.0,0.0,2.0,1137,4639,3.0,69860,3560,5770,3080,2640,7410,5902,2740,1686,550,42,0,3196,5838,3576,3934,8744,5160,3208,1998,712,110,4,75.0,196038.0,40617291.85,11817697771,1637,0.14170706371191136,11608,13230,27216,11050,0.16616089321500144,0.18937875751503006,0.38957915831663326,0.15817348983681648,5.0,7.1571714858288e-05,121.76569273602392
잠실3동,11835,1836,2863,3208,3145,613,170,2.0,0.0,3.0,10223,95.0,16.56,23,1.5414,4,2.19,0.0,0.0,3.0,2115,8502,2.0,67948,2658,4074,3444,3106,5544,5370,4264,2832,808,78,0,2578,4110,3660,4180,6576,5460,5158,2948,892,204,4,134.0,542692.0,40617291.85,11817697771,1836,0.15513307984790875,8184,14390,22950,17188,0.12044504621180903,0.21177959616177078,0.3377582857479249,0.2529581444634132,6.0,8.830281980337905e-05,53.02183638006565
잠실4동,7232,1054,1540,2146,2013,368,111,1.0,0.0,1.0,6554,81.0,14.731,10,0.0,0,0.0,0.0,0.0,2.0,633,1906,1.0,42444,2382,2808,1848,2070,4216,3072,2344,1306,394,28,0,2276,2474,1876,2886,4630,3166,2678,1354,518,114,4,22.0,102609.0,40617291.85,11817697771,1054,0.14574115044247787,5282,8680,15084,8740,0.12444632928093488,0.20450475921213834,0.35538592027141647,0.2059183865799642,3.0,7.068136839129205e-05,223.20982101110138
잠실6동,5817,972,1453,1587,1373,317,115,3.0,0.0,1.0,4892,67.0,14.731,10,1.5068,4,20.39,2.0,2.0,1.0,3492,55275,7.0,33082,1288,1744,1728,1778,2576,2394,2376,1254,454,82,2,1230,1676,1854,2196,3020,2784,2660,1294,554,134,4,152.0,645348.0,73326213.96,37249716693,972,0.1670964414646725,3420,7556,10774,8814,0.10337948128891844,0.22840215222779758,0.32567559397859863,0.2664288737077565,2.0,6.0455837011063415e-05,150.4267475450471
잠실7동,3373,535,965,840,794,178,61,0.0,0.0,2.0,2914,48.0,16.56,23,0.7229,1,9.13,0.0,0.0,1.0,335,1259,0.0,18842,558,758,1118,820,1116,1514,1396,998,448,44,4,506,1078,1124,1070,1406,1720,1572,1010,444,134,4,8.0,94603.0,40617291.85,11817697771,535,0.1586125111176994,1836,4132,5756,6054,0.09744188515019638,0.21929731451013693,0.30548774015497293,0.32130347096911155,3.0,0.00015921876658528817,285.4004510302198
잠실본동,15954,9576,3026,1812,1190,266,84,10.0,0.0,0.0,5652,74.0,16.56,23,1.0282,6,1.41,0.0,0.0,1.0,4300,21755,2.0,55662,1068,1562,4404,6058,4194,3844,3304,1588,500,50,2,978,1496,5542,6192,4320,4110,3800,1814,716,112,8,117.0,257500.0,59725735.4,39896791246,9576,0.6002256487401278,3058,22196,16468,11894,0.054938737379181486,0.39876396823685817,0.2958571377241206,0.2136825841687327,1.0,1.7965577952642736e-05,349.0406798599491
잠원동,10757,3551,1936,2432,2306,403,129,3.0,0.0,1.0,6926,83.0,12.345,1,1.7555,9,1.44,0.0,0.0,1.0,3812,20974,2.0,52570,1766,3484,3224,2912,4334,4824,2848,1342,500,48,2,1634,3246,3292,3614,5336,4656,3036,1592,728,144,8,51.0,401945.0,32247855.73,11512484495,3551,0.3301106256391187,6730,13042,19150,10248,0.12801978314628115,0.24808826326802358,0.3642762031576945,0.19494007989347537,2.0,3.804451207913259e-05,69.39496696689638
장안1동,18318,8430,4167,2973,2091,518,139,2.0,0.0,3.0,9731,93.0,14.243,7,1.3411,11,2.2,0.0,0.0,2.0,6654,22326,2.0,75526,2302,2528,4624,6244,6344,5854,5400,2912,1016,62,2,2066,2588,5328,5826,5958,5794,5842,3232,1380,208,16,89.0,564270.0,19174522.12,6922002484,8430,0.4602030789387488,5116,22022,23950,20070,0.06773826232026058,0.29158170696184094,0.31710933982999234,0.2657363027301856,5.0,6.62023673966581e-05,29.641308115591983
장안2동,14347,5403,3322,2799,2214,460,149,5.0,0.0,3.0,9637,93.0,14.243,8,0.9959,4,1.83,0.0,0.0,2.0,3956,12725,2.0,64928,2566,3082,3702,4666,5754,5086,4196,2288,768,40,2,2456,2598,3718,4746,5678,4954,4722,2586,1138,178,4,73.0,426464.0,50756213.37,13856446250,5403,0.3765944099811807,5680,16832,21472,15922,0.08748151798915722,0.25924100542138984,0.330704780680138,0.2452254805322819,5.0,7.700837851158205e-05,77.25576818172897
장위1동,10630,4123,2646,1936,1480,359,86,1.0,0.0,3.0,4950,68.0,13.848,5,0.7106,1,0.14,0.0,0.0,1.0,1532,3104,0.0,47422,1518,1820,3048,3366,3646,3960,3402,1604,612,54,0,1584,1768,3144,3078,3530,4318,3806,1966,1062,130,6,21.0,235921.0,36030672.7,1080920181,4123,0.3878645343367827,3588,12636,15454,12642,0.07566108557209734,0.2664586057104298,0.325882501792417,0.26658512926489814,4.0,8.434903631226013e-05,10.451732188282955
장위2동,6655,3062,1714,1048,613,162,56,5.0,0.0,3.0,4051,59.0,13.848,5,0.6794,1,0.24,0.0,0.0,2.0,1538,3865,1.0,26548,552,802,1750,1828,1812,2348,2088,1240,568,34,0,466,784,1814,1750,1568,2260,2442,1536,786,116,4,19.0,226967.0,5215087.917,250324220,3062,0.4601051840721262,1586,7142,7988,8814,0.059740846768118125,0.2690221485610969,0.3008889558535483,0.33200241072773845,5.0,0.00018833810456531566,2.705243401068646
장위3동,6509,2168,1418,1384,1251,238,50,0.0,0.0,1.0,4707,66.0,13.848,5,0.6495,0,0.0,0.0,0.0,2.0,877,2429,1.0,31546,1634,1326,1882,2240,2754,2512,1876,872,360,20,0,1488,1348,1998,2518,2616,2508,2092,982,454,64,2,12.0,193545.0,32749330.78,4970192553,2168,0.3330772776156092,2674,8638,10390,6722,0.0847651049261396,0.2738223546566918,0.32936029924554616,0.21308565269764787,3.0,9.509922018639447e-05,60.49538141742734
장지동,12111,3791,3237,2663,1882,419,119,0.0,0.0,5.0,7662,86.0,35.205,44,1.2774,12,7.17,0.0,0.0,2.0,1968,9283,1.0,57560,2034,2526,3644,4482,4348,4290,3926,1870,542,50,0,2060,2302,3578,4486,4470,5042,4562,2112,970,254,12,43.0,271649.0,20585703.84,2614384388,3791,0.3130212203781686,4828,16190,18150,14298,0.08387769284225156,0.28127171646977067,0.3153231410701876,0.24840166782487838,7.0,0.00012161223071577484,21.757293857168722
장충동,2868,1945,458,233,164,47,21,1.0,0.0,1.0,1101,17.0,37.842,45,1.0172,0,0.0,0.0,0.0,1.0,1041,9357,2.0,9200,156,292,1428,758,544,618,544,318,160,18,0,114,292,1104,560,484,578,532,390,264,46,0,25.0,123695.0,37590028.47,5149833900,1945,0.6781729428172942,584,3850,2224,2272,0.06347826086956522,0.41847826086956524,0.2417391304347826,0.24695652173913044,2.0,0.0002173913043478261,106.16753055120765
전농1동,15622,7670,3315,2461,1704,372,100,3.0,2.0,3.0,7737,87.0,14.146,7,0.0,0,0.0,0.0,0.0,1.0,3020,7638,4.0,57182,1596,1800,4308,4060,4180,4844,4454,2148,986,60,0,1556,1768,4530,3838,3732,4534,4326,2718,1516,216,12,83.0,735849.0,49857762.39,15206617528,7670,0.4909742670592754,3568,16736,17290,16436,0.062397257878353325,0.2926795145325452,0.30236787800356757,0.28743310832080027,4.0,6.995208282326606e-05,52.53510370986378
전농2동,7571,2384,1944,1635,1235,299,74,2.0,0.0,4.0,5471,72.0,14.146,7,0.9768,1,27.19,0.0,0.0,3.0,1358,5460,1.0,36258,1040,1608,1990,2136,2666,3036,2634,1420,760,62,2,990,1630,2040,2024,2824,3306,3152,1796,1026,112,4,45.0,242995.0,8232686.576,271678657,2384,0.31488574824990095,3238,8190,11832,10968,0.08930442936731205,0.2258811848419659,0.32632798279000497,0.30249875889458877,7.0,0.00019306084174527,2.665414830534436
정릉1동,7357,2349,1731,1603,1297,289,88,2.0,0.0,2.0,5245,71.0,12.411,2,0.412,2,1.09,0.0,0.0,0.0,1275,2752,0.0,35692,1316,1648,2198,2346,2844,2766,2182,1176,552,58,0,1192,1664,2208,2444,3040,2950,2470,1608,904,124,2,18.0,307732.0,7086457.208,340149946,2349,0.31928775316025554,3312,9196,11600,9076,0.09279390339571893,0.2576487728342486,0.32500280174829094,0.2542866748851283,2.0,5.603496581867085e-05,2.7136066794224414
정릉2동,9942,3527,2570,2011,1415,310,109,0.0,0.0,0.0,6561,81.0,26.259,37,1.0941,1,0.25,0.0,0.0,2.0,1422,3344,1.0,45364,1298,1774,3048,3012,3308,3662,3152,1788,780,68,0,1268,1576,3042,2990,3200,3992,3766,2204,1274,162,0,29.0,256645.0,49997339.88,1249933497,3527,0.3547575940454637,3350,12092,14162,13194,0.07384710343003263,0.2665549775152103,0.31218587426152894,0.2908473679569703,2.0,4.408782294330306e-05,11.338984382076612
정릉3동,8276,4844,1652,953,622,149,56,3.0,1.0,1.0,4091,59.0,12.411,2,3.3246,1,0.01,0.0,0.0,1.0,1042,5404,1.0,30224,492,1032,3794,2036,1598,2232,1976,1266,584,46,0,426,902,2994,1558,1600,2340,2540,1628,1004,172,4,35.0,195529.0,30094881.34,2287210982,4844,0.5853069115514742,1934,10382,7770,9220,0.06398888300688195,0.3435018528321863,0.2570804658549497,0.30505558496559027,2.0,6.617257808364214e-05,27.757467043779023
정릉4동,10779,3978,2773,2061,1526,326,115,1.0,0.0,2.0,7080,84.0,12.411,2,3.5682,1,46.74,0.0,0.0,1.0,1524,5018,0.0,48546,1330,2068,3094,2914,3602,4102,3320,1874,874,68,0,1216,1960,3108,2858,3774,4356,4056,2446,1306,212,8,28.0,386622.0,13582393.27,760614023,3978,0.3690509323684943,4028,11974,15834,14164,0.08297285049231656,0.24665265933341574,0.32616487455197135,0.29176451200922837,3.0,6.179705846001731e-05,4.788665608722237
제기동,13240,7751,2590,1555,1027,228,89,86.0,0.0,3.0,7004,83.0,14.146,7,1.1808,2,0.47,0.0,0.0,2.0,5355,13094,0.0,47966,876,1328,4760,3450,3000,3834,3812,2284,1082,100,2,842,1214,4230,2750,2472,3400,3900,2788,1614,216,12,53.0,566249.0,17989861.75,2392651613,7751,0.5854229607250755,2542,15190,12706,15810,0.05299587207605387,0.3166826502105658,0.2648959679773173,0.3296084726681399,5.0,0.00010424050369011383,10.672500506549232
조원동,12230,7951,2290,1102,707,143,37,7.0,2.0,0.0,3993,58.0,14.245,8,0.6661,2,0.3,0.0,0.0,1.0,2707,7336,1.0,39164,698,828,3920,4646,2598,2562,2360,1288,540,44,0,670,854,5000,4012,2232,2304,2464,1390,660,88,6,37.0,945393.0,23625985.09,2008208733,7951,0.6501226492232216,1682,17578,9696,8840,0.04294760494331529,0.4488305586763354,0.2475743029312634,0.22571749565927893,1.0,2.553365335512205e-05,5.588240939068612
종로1.2.3.4가동,4955,3969,497,265,171,35,18,8.0,5.0,1.0,1676,31.0,343.59,99,2.4153,6,21.87,11.0,3.0,2.0,17286,107067,22.0,13400,166,208,962,1114,1066,1524,1830,866,388,30,2,146,200,958,796,636,710,830,548,356,62,2,324.0,1910857.0,50117766.1,50358456501,3969,0.8010090817356206,408,3830,3936,4914,0.03044776119402985,0.28582089552238804,0.2937313432835821,0.36671641791044773,3.0,0.00022388059701492538,71.69955675117329
종로5.6가동,3588,2569,501,298,174,36,10,0.0,0.0,1.0,1145,18.0,68.434,54,0.6027,2,0.55,0.0,0.0,1.0,7972,22872,1.0,10874,144,190,1114,986,656,1026,932,442,218,20,0,158,238,1312,770,474,742,636,514,260,42,0,83.0,370514.0,28903457.28,7919547295,2569,0.7159977703455964,428,4182,2898,3064,0.03935994114401324,0.38458708846790507,0.26650726503586536,0.2817730366010668,2.0,0.0001839249586168843,56.8905939602585
종암동,17105,6861,3862,3137,2528,586,131,6.0,1.0,6.0,10781,96.0,13.848,5,1.4035,5,0.48,0.0,0.0,2.0,2858,8433,1.0,75946,2204,3750,5794,4890,5724,6300,4966,2444,1294,140,6,2142,3150,5250,4434,6050,6316,5308,3356,2046,372,10,63.0,518366.0,42598830.09,8391969528,6861,0.4011107863197895,6900,20368,24390,19942,0.09085402786190187,0.26819055644800255,0.321149237616201,0.26258130777131117,8.0,0.00010533800331814711,38.686241127532845
중계1동,8917,1512,1523,2405,2956,437,84,0.0,1.0,2.0,6974,83.0,14.719,10,0.623,5,7.98,0.0,0.0,2.0,1470,4522,4.0,52766,1808,5590,2998,1664,4966,5074,2358,856,392,44,2,1530,4944,2716,2100,6560,4672,2506,1124,748,112,2,38.0,228317.0,45552860.58,7024251101,1512,0.1695637546259953,10534,9478,21272,8144,0.19963612932570216,0.17962324223932077,0.4031383845658189,0.15434181101466854,4.0,7.580639047871735e-05,68.46562604064836
중계2.3동,15019,5551,4206,2831,2032,337,62,0.0,0.0,5.0,10409,95.0,14.719,10,0.9184,6,8.07,0.0,0.0,4.0,2047,5777,1.0,65870,1616,2756,3706,3856,4760,5274,4436,2472,1152,130,2,1582,2748,3798,4006,5124,5880,5552,4184,2440,374,22,31.0,297539.0,57175107.71,7604289325,5551,0.36959850855582926,5504,15366,21038,20764,0.08355852436617581,0.23327766813420373,0.3193866707150448,0.31522696219826934,9.0,0.0001366327614999241,57.32843540903402
중계4동,8213,2846,2031,1565,1404,294,73,1.0,0.0,3.0,6065,77.0,14.719,10,1.5183,6,352.28,0.0,0.0,1.0,1410,4285,1.0,38698,924,2126,2422,1820,2834,3576,2606,1480,676,60,2,910,1868,2274,1752,3146,3638,2926,2300,1138,216,4,31.0,212182.0,82615381.42,8426768905,2846,0.34652380372580055,3994,8268,13194,11408,0.10320946818957052,0.21365445242648198,0.3409478526022017,0.2947955966716626,4.0,0.00010336451496201354,92.02422710415502
중계본동,8154,1806,1525,1847,2344,528,104,3.0,0.0,3.0,6054,77.0,14.719,10,2.1814,3,0.22,0.0,0.0,2.0,1724,5840,1.0,46198,1202,4338,2956,1662,3734,4576,2626,888,426,28,0,1124,4102,2912,1696,4942,4582,2372,1128,780,122,2,51.0,175510.0,30096244.63,7493964913,1806,0.22148638704930096,8440,9226,17834,8372,0.18269189142387116,0.19970561496168665,0.38603402744707566,0.18121996623230444,5.0,0.00010822979349755401,92.60563768807596
중곡1동,8606,4838,1921,1060,625,126,36,3.0,0.0,0.0,3427,53.0,14.243,8,0.614,1,0.15,0.0,0.0,0.0,2152,6363,1.0,30722,596,712,2390,2954,2064,2306,2056,1036,424,28,2,582,654,3388,3114,1852,2372,2308,1206,586,90,2,33.0,167257.0,9475829.177,587501409,4838,0.5621659307459912,1366,11846,8594,7738,0.0444632510904238,0.3855868758544366,0.27973439229216845,0.2518716229412148,0.0,0.0,8.130119363012557
중곡2동,10587,5210,2474,1555,1041,239,68,4.0,0.0,1.0,4917,68.0,14.243,8,0.5451,3,0.44,0.0,0.0,1.0,2350,7380,0.0,41552,878,1272,3064,3632,2846,3070,2882,1400,546,26,2,848,1226,3724,3816,2900,3676,3222,1714,690,112,6,35.0,178643.0,22563939.77,2685108833,5210,0.49211296873524135,2498,14236,12492,10600,0.06011744320369657,0.3426068540623797,0.30063534847901424,0.25510204081632654,2.0,4.813246053138236e-05,33.40885377126812
중곡3동,8533,4468,2047,1111,705,174,28,5.0,0.0,4.0,3819,57.0,14.243,8,0.6014,0,0.0,0.0,0.0,2.0,1764,5019,1.0,31726,686,862,2276,2874,2210,2644,2430,1184,460,32,0,554,830,2526,2640,1982,2756,2518,1492,696,74,0,37.0,130991.0,36628710.99,4834989851,4468,0.5236142036798312,1692,10316,9592,8886,0.053331652272584,0.32515917543970246,0.3023387757675093,0.28008573409821597,6.0,0.00018911933429994327,81.4085039484891
중곡4동,13068,5412,3358,2285,1558,341,114,6.0,0.0,1.0,6946,83.0,14.243,8,2.3117,0,0.0,0.0,0.0,1.0,1707,4257,1.0,55556,1130,1742,4070,4200,3650,4764,4430,2216,846,40,4,1034,1620,4022,3902,3610,5394,4938,2584,1194,162,4,44.0,131277.0,10064499.77,1107094975,5412,0.41414141414141414,3362,16194,17418,16418,0.06051551587587299,0.29148966808265536,0.3135214918280654,0.2955216358269134,2.0,3.5999712002303984e-05,16.234481691179926
중림동,5820,2632,1301,1006,673,163,45,1.0,0.0,1.0,3216,50.0,47.392,48,0.484,4,11.49,0.0,0.0,1.0,1340,9166,2.0,23880,928,782,1124,1886,2148,1938,1726,832,390,42,6,958,630,1328,2198,1862,1800,1566,1068,558,102,8,35.0,119139.0,21345903.18,2732275607,2632,0.452233676975945,1412,6536,7748,6298,0.05912897822445561,0.27370184254606367,0.3244556113902848,0.26373534338358456,2.0,8.375209380234506e-05,52.34050437019241
중앙동,10243,7342,1542,737,480,110,32,2.0,0.0,1.0,2902,48.0,17.205,27,0.3844,2,0.73,0.0,0.0,1.0,1658,6950,0.0,30730,380,538,4010,3428,1776,1718,1534,1014,470,24,0,312,566,5112,3034,1528,1630,1758,1244,586,66,2,32.0,369339.0,217635401.6,4135072631,7342,0.7167821927169774,1104,15584,6652,6698,0.0359258054018874,0.5071265863976571,0.21646599414253173,0.2179629027009437,2.0,6.508298080052066e-05,28.317530506809494
중화1동,8949,3615,2392,1646,1020,225,51,2.0,1.0,5.0,5219,70.0,15.673,17,0.6412,1,0.03,0.0,0.0,2.0,1565,4476,0.0,37868,964,1204,2346,3166,2816,2828,3074,1622,554,34,2,976,1172,2414,2958,2444,3128,3440,1822,810,92,2,19.0,174022.0,19631905.89,1727607718,3615,0.4039557492457258,2376,10884,11216,11452,0.06274426956797297,0.28741945706137106,0.29618675398753563,0.30241892891095384,7.0,0.00018485264603359036,22.33787262323369
중화2동,13509,7513,3111,1658,967,199,61,5.0,0.0,2.0,6264,78.0,15.673,17,1.0162,5,0.56,0.0,0.0,0.0,2584,7044,1.0,48392,966,1112,3316,3858,3394,4606,4604,2024,902,56,0,826,934,3430,3426,2824,4112,4266,2328,1264,142,2,33.0,274139.0,29235151.88,2514223062,7513,0.5561477533496187,2046,14030,14936,15588,0.04227971565548024,0.2899239543726236,0.30864605719953714,0.32211935857166474,2.0,4.132914531327492e-05,21.356962157571942
증산동,7990,2868,2057,1427,1191,367,80,3.0,0.0,1.0,4255,61.0,13.844,4,0.8068,2,0.25,0.0,0.0,1.0,1345,4363,1.0,36950,1120,1450,2304,2636,2636,3000,2744,1384,616,40,2,1066,1352,2548,2650,2614,3128,2998,1694,848,114,6,19.0,285107.0,14842377.01,1038966391,2868,0.35894868585732165,2802,10138,11378,10446,0.07583220568335589,0.2743707713125846,0.3079296346414073,0.2827063599458728,2.0,5.412719891745602e-05,8.83844556402655
진관동,21408,6560,4580,4293,4436,1201,338,3.0,2.0,9.0,16193,99.0,18.541,33,11.5566,16,33.83,0.0,0.0,5.0,3137,13270,8.0,80894,3658,7370,5872,5172,8520,8940,6442,3416,1488,118,8,3326,6956,7584,7108,10326,9090,7380,4026,2180,366,10,114.0,703798.0,181277413.6,7976206199,6560,0.3064275037369208,14326,25736,36876,25434,0.17709595272826167,0.31814473261304915,0.4558558113086261,0.31441145202363585,14.0,0.0001730659875886963,27.848658739081923
창1동,10970,4169,2817,2072,1571,267,74,3.0,0.0,2.0,6851,83.0,15.646,16,1.1213,8,62.67,0.0,0.0,1.0,2141,4381,0.0,48402,1226,1958,2980,3300,3554,3954,3400,1794,840,74,4,1192,1912,3058,3144,3708,4456,4034,2298,1298,210,8,25.0,428115.0,117286976.3,11259549724,4169,0.38003646308113037,3870,12482,15672,13960,0.07995537374488658,0.25788190570637576,0.3237882732118508,0.2884178339738027,3.0,6.198090987975704e-05,64.73658114110606
창2동,12539,4406,3421,2505,1690,394,123,9.0,0.0,1.0,7705,86.0,15.646,16,0.654,5,1.09,0.0,0.0,1.0,2020,4978,1.0,56826,1434,2142,3820,3892,4270,4684,4128,2196,1004,44,0,1410,1992,3874,3808,4070,5222,4654,2646,1316,214,6,28.0,239549.0,11246000.9,798466064,4406,0.3513836829093229,4134,15394,18246,16208,0.07274838982156055,0.2708971245556611,0.3210854186463943,0.28522155351423645,2.0,3.519515714637666e-05,7.381116010237863
창3동,6422,2709,1731,1077,692,170,43,4.0,0.0,2.0,4029,59.0,15.646,16,0.655,3,0.69,0.0,0.0,2.0,1241,2511,1.0,26718,588,1020,1604,1646,2008,2462,2198,1224,512,32,2,510,878,1494,1394,1920,2404,2440,1498,800,76,8,17.0,119671.0,10477585.43,963937860,2709,0.42183120523201495,1898,6138,8794,8790,0.07103825136612021,0.22973276442847518,0.32914140279961074,0.32899169099483494,4.0,0.00014971180477580656,18.04046508846714
창4동,10802,3345,2654,2407,1952,358,86,0.0,1.0,4.0,6841,82.0,15.646,16,1.1393,6,1.54,0.0,0.0,2.0,1861,7981,1.0,51806,1440,2480,3210,3144,3798,4386,3854,1682,722,92,2,1396,2360,3296,3184,4178,5054,4162,1926,1180,260,0,25.0,324833.0,63283772.25,7720620214,3345,0.30966487687465283,4840,12834,17416,13880,0.09342547195305563,0.2477319229432884,0.3361772767633093,0.2679226344438868,6.0,0.00011581670076825078,56.16089716663757
